user_id,username,full_name,birthday,age,gender,age_group,phone,email,address,job,cccd,created_at
202268401539609,tmđđoan03,Trần Mỹ Đoan,2003-07-02,22,Female,20-25,0907086782,glitch260@outlook.com,"998 Cộng Hòa, Kiên Giang",Sinh viên,091303575985,2024-06-10
202268130184789,đang1601,Nguyễn Sỹ Đăng,1999-01-16,27,Male,26-30,0906377467,code13@fpt.edu.vn,"653 Kinh Dương Vương, Bắc Kạn",Kỹ thuật viên,006099528517,2025-08-23
202266348130113,pth1996,Phạm Trúc Hằng,1996-01-28,30,Female,26-30,0911956543,phamtr534@gmail.com,"974 Nam Kỳ Khởi Nghĩa, Bình Dương",Bác sĩ,074196145504,2025-03-26
202268801963349,tnn1997,Trần Nhật Nội,1997-06-15,28,Male,26-30,0356634501,tnn1997@fpt.edu.vn,"240 Nguyễn Trãi, Ninh Thuận",Giao dịch viên,058097668360,2024-06-28
202268715386793,nml060408,Nguyễn Minh Lộc,2008-04-06,17,Female,16-19,0867196104,nguyen751@fpt.edu.vn,"443 Trần Cao Vân, Hà Nội",Sinh viên,001308709610,2025-06-18
202264022786904,lth2002,Lê Thiên Hoài,2002-09-04,23,Female,20-25,0869007193,yvehz713@yahoo.com,"774 Đội Cấn, Hậu Giang",Freelancer,093302849296,2025-08-08
202262245063571,nguyenđong86,Nguyễn Tiến Đông,1986-10-26,39,Male,36-60,0985914146,nguye729@fpt.edu.vn,"757 Lê Duẩn, Bình Dương",Nội trợ,074086932000,2025-11-07
202268326272728,tth1996,Trần Tâm Hương,1996-07-23,29,Female,26-30,0328035112,shark648@fpt.edu.vn,"125 Nguyễn Đình Chiểu, Ninh Thuận",Quản lý cửa hàng,058196453591,2025-02-18
202262759866320,mvb1999,Mai Việt Bình,1999-06-25,26,Male,26-30,0706271793,hidden52@fpt.edu.vn,"507 Xã Đàn, Quảng Trị",Nhân viên văn phòng,045099139432,2024-04-21
202267814378592,cuc193,Võ Ngọc Cúc,2009-08-30,16,Female,16-19,0353125104,cuc193@gmail.com,"643 Cô Giang, Hồ Chí Minh",Sinh viên,079309354732,2025-07-24
202261590459792,tranlan88,Trần Hữu Lân,1988-03-20,38,Male,36-60,0328610289,tranlan88@fpt.edu.vn,"455 Lê Thánh Tôn, Đà Nẵng",Freelancer,048088434439,2025-09-06
202265244712438,thu0303,Phạm Ánh Thu,1996-03-03,30,Female,26-30,0907479986,pham74@outlook.com,"5 Phan Chu Trinh, Bến Tre",Marketing,083196123284,2024-11-06
202268803271572,minh2609,Lê Diệp Minh,2004-09-26,21,Female,20-25,0911756610,ovmje634@vnn.vn,"4 Xuân Thủy, Bình Thuận",Sinh viên,060304144234,2024-11-16
202265766115274,pvp1997,Phạm Vĩnh Phương,1997-04-21,28,Male,26-30,0867076515,phamv474@yahoo.com,"146 Giải Phóng, Bà Rịa - Vũng Tàu",Dược sĩ,077097137396,2025-09-07
202265724050906,pkmmai02,Phạm Kim Mai,2002-07-07,23,Female,20-25,0906617658,pkmmai02@yahoo.com,"950 Tú Xương, Bình Định",Kế toán,052302883469,2024-11-27
202266863630017,tien120,Doãn An Tiên,1996-03-27,29,Female,26-30,0357263141,doana324@gmail.com,"240 Lê Quang Định, Nam Định",Công nhân,036196446616,2025-03-02
202260417947352,loan360,Phạm Thục Loan,1996-12-06,29,Female,26-30,0916743788,galaxy409@yahoo.com,"900 Nơ Trang Long, Hòa Bình",Thiết kế đồ họa,017196837643,2024-11-04
202263084107144,hdc2008,Hoàng Diệp Châu,2008-12-24,17,Female,16-19,0322251233,hgfzo285@gmail.com,"494 Nguyễn Hữu Cảnh, Tây Ninh",Sinh viên,072308863788,2025-05-17
202260326522296,nguyenthuy09,Nguyễn Mộc Thủy,2009-10-09,16,Female,16-19,0323516119,nguyenm929@yahoo.com,"288 Điện Biên Phủ, Ninh Thuận",Sinh viên,058309168799,2025-11-24
202266308635734,vđh2000,Vũ Đức Huỳnh,2000-02-14,26,Male,26-30,0706102780,fang534@yahoo.com,"865 Phạm Hùng, Bà Rịa - Vũng Tàu",Luật sư,077200366256,2024-10-22
202266530100504,khang336,Phạm Lâm Khang,2002-07-18,23,Male,20-25,0916298424,khang336@outlook.com,"984 Đề Thám, Đồng Tháp",Kinh doanh tự do,087202728301,2024-05-03
202268049812458,thien1206,Trần Hải Thiên,1987-06-12,38,Male,36-60,0356786722,tranh78@outlook.com,"351 Võ Văn Kiệt, Thanh Hóa",Đầu bếp,038087722478,2025-04-25
202268100766029,tvm1999,Trần Vân Mai,1999-09-01,26,Female,26-30,0987798719,tvm1999@outlook.com,"314 Nguyễn Hữu Cảnh, Đồng Nai",Kế toán,075199259615,2025-05-03
202268254237857,pnqquy04,Phạm Nam Quý,2004-06-02,21,Male,20-25,0323468798,pnqquy04@gmail.com,"573 Nguyễn Duy Trinh, Đồng Tháp",Sinh viên,087204868617,2025-03-25
202264777327339,hpv130891,Hoàng Phú Việt,1991-08-13,34,Male,31-35,0989518407,hpv130891@yahoo.com,"845 Trương Định, Sóc Trăng",Môi giới BĐS,094091631156,2024-08-09
202266292763840,man1207,Khổng Thịnh Mẫn,1996-07-12,29,Male,26-30,0901573865,khong434@gmail.com,"888 Bà Huyện Thanh Quan, Tây Ninh",Kiến trúc sư,072096907625,2025-06-26
202265954505410,hth2004,Hoàng Thế Hiền,2004-03-02,22,Male,20-25,0915586772,hoangth922@fpt.edu.vn,"470 Song Hành, Cần Thơ",Sinh viên,092204189684,2025-11-20
202264177238117,uy2311,Trần Thái Uy,1998-11-23,27,Male,26-30,0321104912,prince83@outlook.com,"13 Nguyễn Kiệm, Bình Phước",Tài xế công nghệ,070098315283,2025-12-07
202262942926510,loan644,Vũ Thúy Loan,1976-08-02,49,Female,36-60,0906596490,vuthuyl784@gmail.com,"269 Lê Hồng Phong, Tuyên Quang",Nội trợ,008176827938,2024-04-07
202267333589374,bht060994,Bùi Hương Trinh,1994-09-06,31,Female,31-35,0981534333,karma693@gmail.com,"712 Nguyễn Bỉnh Khiêm, Cà Mau",Thiết kế đồ họa,096194182794,2024-04-30
202269544137325,tu702,Vũ Vân Tú,1998-10-22,27,Male,26-30,0907667684,dbkzo784@yahoo.com,"959 Lê Quang Định, Nghệ An",Kiến trúc sư,040098453175,2025-06-10
202261753568028,ttk1995,Trần Tâm Khánh,1995-02-27,31,Female,31-35,0705521946,ttk1995@gmail.com,"405 Chùa Bộc, Bến Tre",Luật sư,083195596325,2024-08-11
202266600186062,nmc2001,Nguyễn Mai Cát,2001-09-04,24,Female,20-25,0985610666,nmc2001@gmail.com,"987 Lý Thường Kiệt, Bình Thuận",Giáo viên,060301307338,2025-10-07
202264398349762,hohoa96,Hồ Đan Hoà,1996-08-30,29,Female,26-30,0323583800,hohoa96@vnn.vn,"630 Song Hành, Sóc Trăng",Tài xế công nghệ,094196573886,2024-10-10
202260524845299,hkb170998,Hoàng Khánh Bình,1998-09-17,27,Female,26-30,0987119980,loyal221@fpt.edu.vn,"688 Khâm Thiên, Yên Bái",Kinh doanh tự do,015198252438,2025-01-14
202264823515287,hdlloan75,Hoàng Diệp Loan,1975-12-02,50,Female,36-60,0702776636,deake351@outlook.com,"972 Đỗ Xuân Hợp, Quảng Bình",Giao dịch viên,044175103100,2025-07-27
202268196634105,aunam83,Âu Gia Nam,1983-07-14,42,Male,36-60,0982085903,augia541@outlook.com,"916 Nguyễn Trãi, Hòa Bình",Kiến trúc sư,017083281943,2024-06-28
202262733463959,ns250871,Nguyễn Sáng,1971-08-25,54,Male,36-60,0323113827,fast56@yahoo.com,"112 Đồng Khởi, Đắk Lắk",Kỹ sư,066071995634,2025-11-05
202264185060643,nkkha93,Nguyễn Kha,1993-12-27,32,Female,31-35,0908325034,nguye439@yahoo.com,"947 Quang Trung, Tiền Giang",Giao dịch viên,082193556685,2024-04-02
202264365682563,thao180,Phạm Thảo,1999-03-24,26,Male,26-30,0985291663,phamth780@vnn.vn,"227 Phạm Ngũ Lão, Bình Định",Môi giới BĐS,052099370408,2025-12-09
202263392095550,lty060302,Lê Thị Yến,2002-03-06,24,Female,20-25,0327474473,dai_ca579@outlook.com,"246 Thống Nhất, Cà Mau",Nội trợ,096302715893,2025-01-25
202269495423048,btk2004,Biện Tâm Kiều,2004-11-19,21,Female,20-25,0353369217,pnwcc777@outlook.com,"54 Phan Đăng Lưu, Trà Vinh",Sinh viên,084304881487,2025-02-21
202260296086440,huong926,Trần Quỳnh Hương,2001-09-23,24,Female,20-25,0982449558,tran715@outlook.com,"860 Phạm Hùng, Gia Lai",Nhân viên văn phòng,064301962780,2025-01-29
202266471779330,tnl151003,Tiêu Nhã Liên,2003-10-15,22,Female,20-25,0913190004,tieunha407@fpt.edu.vn,"513 Hùng Vương, Sóc Trăng",Sinh viên,094303353091,2024-11-05
202264610434352,ltv1996,Lê Thiên Vĩnh,1996-11-22,29,Male,26-30,0986582340,stinger130@fpt.edu.vn,"748 Khâm Thiên, Hưng Yên",Freelancer,033096900560,2025-05-25
202264156211186,ndl200691,Nguyễn Diệu Lan,1991-06-20,34,Female,31-35,0864140905,ndl200691@gmail.com,"66 Lý Thái Tổ, Cà Mau",Marketing,096191722400,2025-02-15
202262926300663,lhbbach94,Lê Hoàng Bạch,1994-12-18,31,Male,31-35,0324555602,retro699@fpt.edu.vn,"765 Cô Giang, Tây Ninh",Thiết kế đồ họa,072094568572,2025-07-09
202261707141638,khoa655,Phạm Đăng Khoa,1997-07-11,28,Male,26-30,0916025544,phamđa765@outlook.com,"948 Hùng Vương, Bạc Liêu",Thiết kế đồ họa,095097157249,2024-11-02
202269848494493,bich349,Mạc Quỳnh Bích,1978-10-26,47,Female,36-60,0358060890,macqu761@fpt.edu.vn,"553 Cầu Giấy, Đồng Tháp",Marketing,087178563508,2024-11-23
202265531993315,an362,Hoàng Khải Ẩn,1994-09-03,31,Male,31-35,0986713801,hnuoh713@vnn.vn,"544 Nguyễn Trãi, Bình Dương",Đầu bếp,074094743278,2025-09-05
202263924293744,hao528,Trần Hoàng Hào,1998-10-12,27,Male,26-30,0981289905,blaze711@outlook.com,"539 Cầu Giấy, Thừa Thiên Huế",Kế toán,046098601299,2024-04-13
202264905646822,mtt1992,Mạc Tường Thảo,1992-08-12,33,Female,31-35,0908532195,zjnhu855@vnn.vn,"137 Giải Phóng, Quảng Trị",Giao hàng (Shipper),045192940057,2024-10-22
202262809524586,chi488,Phan Mai Chi,1966-01-12,60,Female,36-60,0357231534,phanmai819@fpt.edu.vn,"583 Hàm Nghi, Sóc Trăng",Kế toán,094166366606,2024-08-19
202264080372375,nhh220609,Nguyễn Hoàng Hải,2009-06-22,16,Female,16-19,0913718250,akzvb653@vnn.vn,"770 Hà Huy Giáp, Quảng Ngãi",Sinh viên,051309528672,2025-02-15
202264530497550,quoc272,Nguyễn Vân Quốc,1987-05-22,38,Male,36-60,0986802153,nguye428@outlook.com,"77 Hà Huy Giáp, Kon Tum",Freelancer,062087420562,2025-11-29
202268852814994,httung98,Hoàng Tùng,1998-02-16,28,Male,26-30,0355807935,pulse386@fpt.edu.vn,"135 Đường số 5, Bạc Liêu",Kỹ thuật viên,095098447067,2024-07-28
202268822015070,quachthanh02,Quách Tiến Thành,2002-04-11,23,Male,20-25,0703106538,quacht845@yahoo.com,"678 Cầu Giấy, Cao Bằng",Kỹ thuật viên,004202456075,2025-06-15
202262295475789,hoangbao04,Hoàng Uyên Bảo,2004-04-11,21,Female,20-25,0324482442,atwdq262@vnn.vn,"616 Phạm Hùng, Đồng Tháp",Sinh viên,087304162589,2025-04-23
202268263173545,lvtthanh01,Lý Vân Thanh,2001-03-16,25,Male,20-25,0917063403,shadow827@yahoo.com,"596 Nguyễn Đình Chiểu, Trà Vinh",Kỹ sư,084201560965,2025-08-01
202266579012105,tk140498,Trần Kiều,1998-04-14,27,Male,26-30,0327961417,dxppd785@yahoo.com,"528 Cộng Hòa, Tây Ninh",Kinh doanh tự do,072098251607,2024-11-13
202263017038781,nnh1996,Nguyễn Nguyệt Hoà,1996-03-08,30,Female,26-30,0867036417,nnh1996@yahoo.com,"279 Phan Đăng Lưu, Thái Nguyên",Nội trợ,019196212853,2025-06-19
202268273904773,nguyencuc94,Nguyễn Minh Cúc,1994-02-15,32,Female,31-35,0321871297,nguyencuc94@yahoo.com,"398 Lý Thái Tổ, Bắc Kạn",Thiết kế đồ họa,006194430134,2024-10-13
202268000717401,nsssang02,Nguyễn Sỹ Sáng,2002-04-10,23,Male,20-25,0351231353,nsssang02@outlook.com,"884 Lê Thánh Tôn, Kiên Giang",Môi giới BĐS,091202970525,2024-05-10
202261326268420,hhqquy07,Hoàng Hải Quý,2007-08-01,18,Male,16-19,0707738727,hoan889@fpt.edu.vn,"108 Nguyễn Huệ, Hà Nội",Sinh viên,001207613281,2024-08-28
202262035480540,nnl2003,Nguyễn Nam Lam,2003-07-29,22,Male,20-25,0901640054,fpkzw146@vnn.vn,"951 Láng Hạ, Ninh Thuận",Sinh viên,058203771853,2024-07-16
202267786319327,tranthanh09,Trần Diễm Thanh,2009-03-23,16,Female,16-19,0356007800,tranthanh09@outlook.com,"280 Hùng Vương, Bình Định",Sinh viên,052309813742,2025-05-16
202268561560869,ntqquyen07,Nguyễn Thái Quyền,2007-01-28,19,Male,16-19,0354029616,ntqquyen07@fpt.edu.vn,"911 Tô Ngọc Vân, Gia Lai",Sinh viên,064207470934,2025-03-15
202265713325518,dml2003,Dương Mỹ Lan,2003-06-09,22,Female,20-25,0358742470,oxand276@gmail.com,"578 Nguyễn Bỉnh Khiêm, Hà Nam",Sinh viên,035303786870,2025-11-11
202269735337079,acqquyet99,Âu Chấn Quyết,1999-05-08,26,Male,26-30,0864567104,ghost66@yahoo.com,"430 Xuân Thủy, Hậu Giang",Luật sư,093099188687,2025-01-07
202266205606575,lbnnga97,Lê Bích Nga,1997-12-06,28,Female,26-30,0905648785,lbnnga97@gmail.com,"817 An Dương Vương, Quảng Nam",Kế toán,049197259508,2025-12-14
202266028250190,quynh0810,Lê An Quỳnh,1998-10-08,27,Female,26-30,0701080552,quynh0810@vnn.vn,"219 Trần Phú, Yên Bái",Dược sĩ,015198975285,2024-05-12
202264308298563,hiep706,Nguyễn Gia Hiệp,1997-05-14,28,Male,26-30,0325566674,sxrfw586@yahoo.com,"450 Tú Xương, Hải Dương",Freelancer,030097654725,2025-04-22
202262384103733,song982,Nguyễn Kiến Song,1998-10-10,27,Male,26-30,0919900366,nguye613@yahoo.com,"553 Độc Lập, Thái Bình",Quản lý cửa hàng,034098789178,2024-09-07
202264303540224,phung760,Nguyễn Phụng,1999-07-09,26,Female,26-30,0352515087,phung760@vnn.vn,"481 Cách Mạng Tháng 8, Kon Tum",Luật sư,062199750654,2025-10-08
202262484179680,tranxuan97,Trần Bá Xuân,1997-10-21,28,Male,26-30,0358498422,tranbax765@gmail.com,"141 Đồng Khởi, Nam Định",Dược sĩ,036097501788,2024-07-22
202266172806322,lehuynh91,Lê Huỳnh,1991-06-10,34,Male,31-35,0709880042,lehuynh91@yahoo.com,"144 Đường số 2, Lai Châu",Nội trợ,012091963586,2025-07-11
202268347875583,ltllieu98,Lê Tố Liễu,1998-09-08,27,Female,26-30,0913501593,toxic902@outlook.com,"12 Trần Hưng Đạo, Hưng Yên",Giáo viên,033198903961,2025-02-05
202262372090252,nhu250891,Nguyễn Hoàng Uy,1991-08-25,34,Male,31-35,0325379865,vlbfa738@outlook.com,"691 Bà Huyện Thanh Quan, Quảng Trị",Nội trợ,045091876074,2024-05-06
202267785065479,đao1306,Nguyễn Thảo Đào,1998-06-13,27,Female,26-30,0354799667,cmvzg821@fpt.edu.vn,"743 Đường số 10, Khánh Hòa",Dược sĩ,056198182272,2024-03-27
202260373224255,ktkkhang73,Khổng Tiến Khang,1973-07-11,52,Male,36-60,0706394780,knight528@fpt.edu.vn,"191 Lê Duẩn, Tuyên Quang",Bác sĩ,008073918981,2025-11-11
202265936852152,khoi358,Nguyễn Hoàng Khôi,1993-05-21,32,Male,31-35,0868044677,nguy167@fpt.edu.vn,"3 Nguyễn Kiệm, Thái Nguyên",Đầu bếp,019093922483,2024-06-16
202262881021671,diem2709,Trần Trúc Diễm,1998-09-27,27,Female,26-30,0354425930,tran835@gmail.com,"930 Phạm Ngũ Lão, Sơn La",Dược sĩ,014198117391,2024-05-02
202260294337878,thien2408,Nguyễn Gia Thiên,2007-08-24,18,Male,16-19,0324112078,nguyeng354@fpt.edu.vn,"640 Trần Cao Vân, Thanh Hóa",Sinh viên,038207653473,2024-12-18
202262152362102,trangiap07,Trần Vũ Giáp,2007-02-17,19,Male,16-19,0861051148,ltwzj483@gmail.com,"145 Trần Bình Trọng, Phú Yên",Sinh viên,054207385911,2025-09-27
202265244191245,nguyenđinh02,Nguyễn Mạc Định,2002-10-16,23,Male,20-25,0865020770,sewvy114@vnn.vn,"363 Nguyễn Huệ, Sơn La",Kế toán,014202391426,2024-11-10
202269975503455,tieuhuong92,Tiêu Thúy Hương,1992-09-09,33,Female,31-35,0324938322,qgasp877@outlook.com,"251 Nguyễn Oanh, Đắk Lắk",Nhân viên văn phòng,066192377054,2025-12-11
202261292176460,lyhhuong97,Lê Yến Hương,1997-03-13,29,Female,26-30,0919779434,lyhhuong97@outlook.com,"632 Hùng Vương, Lạng Sơn",Bác sĩ,020197454935,2024-12-04
202268061760507,bang205,Trần Thu Băng,1998-12-19,27,Female,26-30,0908158400,tranthu344@outlook.com,"691 Tôn Đức Thắng, Nam Định",Giáo viên,036198974084,2024-10-09
202264428025621,tho232,Vũ Minh Thơ,1998-11-09,27,Female,26-30,0866137407,droid226@fpt.edu.vn,"912 Tô Ngọc Vân, Bắc Giang",Chuyên viên nhân sự,024198897498,2025-07-30
202260457417835,vtd140499,Vũ Tường Danh,1999-04-14,26,Male,26-30,0901034830,vdjek570@vnn.vn,"617 Liễu Giai, Bắc Ninh",Công nhân,027099822723,2025-05-08
202260908053018,ph230598,Phạm Hiếu,1998-05-23,27,Male,26-30,0914383520,phamhie804@outlook.com,"642 Tô Ngọc Vân, Lâm Đồng",Freelancer,068098946815,2025-01-10
202261103045341,ai1101,Phạm Khánh Ái,1980-01-11,46,Female,36-60,0701233278,pham93@yahoo.com,"574 Lý Thái Tổ, Kon Tum",Kế toán,062180367636,2025-01-08
202268087509361,khoi904,Nguyễn Khôi,1967-09-19,58,Male,36-60,0359289144,nguy445@fpt.edu.vn,"553 Tôn Đức Thắng, Đà Nẵng",Thiết kế đồ họa,048067446852,2024-06-30
202266303150786,htv1998,Hoàng Thu Vi,1998-07-21,27,Female,26-30,0356613548,hoang135@fpt.edu.vn,"643 Tô Ngọc Vân, Hà Nam",Tài xế công nghệ,035198705250,2025-06-29
202266784206374,tranbich82,Trần Mỹ Bích,1982-10-31,43,Female,36-60,0986727837,tranbich82@vnn.vn,"989 Đinh Tiên Hoàng, Kon Tum",Môi giới BĐS,062182674324,2024-06-20
202266295181792,tkb1966,Trần Kiên Bình,1966-07-08,59,Male,36-60,0918984493,tran315@outlook.com,"572 Hùng Vương, Quảng Trị",Thiết kế đồ họa,045066499285,2024-03-21
202263302383519,huong685,Nguyễn Thùy Hương,1996-01-20,30,Female,26-30,0867578914,dqnsg473@yahoo.com,"137 Chùa Bộc, Long An",Đầu bếp,080196170660,2025-10-11
202265634518593,ngt170403,Nguyễn Gia Trinh,2003-04-17,22,Female,20-25,0902177655,ngt170403@fpt.edu.vn,"444 Đường số 2, Thái Bình",Sinh viên,034303656245,2024-08-13
202268933730440,tieunoi99,Tiêu Quốc Nội,1999-01-08,27,Male,26-30,0708264181,tieunoi99@yahoo.com,"423 Trần Xuân Soạn, Hòa Bình",Nội trợ,017099351567,2024-06-15
202269082479651,mai832,Nguyễn Ngọc Mai,2009-08-31,16,Female,16-19,0358171950,yiywm399@vnn.vn,"631 Võ Văn Tần, Hà Tĩnh",Sinh viên,042309493429,2025-02-01
202262492048161,nhm121297,Nguyễn Hải Minh,1997-12-12,28,Male,26-30,0701949150,yawep825@yahoo.com,"508 Nguyễn Xiển, Hà Nam",Giao dịch viên,035097257317,2025-08-27
202261121150914,lekien85,Lê Sơn Kiên,1985-12-07,40,Male,36-60,0916309237,lesonki326@vnn.vn,"392 Âu Cơ, Trà Vinh",Đầu bếp,084085979299,2025-05-07
202265639164022,thl111096,Trần Hồng Linh,1996-10-11,29,Female,26-30,0702954248,femay566@gmail.com,"675 Hùng Vương, Quảng Nam",Đầu bếp,049196378748,2024-09-20
202266240234595,nyddiep96,Nguyễn Yến Diệp,1996-12-10,29,Female,26-30,0351124078,nyddiep96@fpt.edu.vn,"630 Kha Vạn Cân, Bình Thuận",Giao hàng (Shipper),060196963482,2025-08-04
202267875265029,amccat97,Âu Minh Cát,1997-03-03,29,Female,26-30,0987542374,amccat97@fpt.edu.vn,"147 Tú Xương, Hưng Yên",Marketing,033197316258,2025-09-24
202268595207308,anh781,Phan Thanh Anh,2005-05-13,20,Female,20-25,0984828660,fury240@outlook.com,"344 Vườn Lài, Thái Nguyên",Sinh viên,019305433066,2025-02-09
202269297304558,lvh150704,Lê Việt Hiệp,2004-07-15,21,Male,20-25,0359152171,lvh150704@gmail.com,"658 Bạch Đằng, Sóc Trăng",Sinh viên,094204157117,2025-03-01
